"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"647",1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0
"648",1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0
"649",1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0
"650",0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"651",0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1
"652",0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0
"653",0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0
"654",1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0
"655",1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1
"656",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"657",1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1
"658",0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0
"659",1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
"660",1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0
"661",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1
"662",0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1
"663",1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"664",0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0
"665",0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1
"666",1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0
"667",1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0
"668",1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1
"669",0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0
"670",1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"671",0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"672",1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
"673",1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1
"674",0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0
"675",0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1
"676",1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0
"677",1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0
"678",1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0
"679",0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0
"680",1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0
"681",1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"682",1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0
"683",1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0
"684",0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1
"685",1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1
"686",1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0
"687",0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
"688",1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0
"689",0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"690",1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0
"691",0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
"692",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
"693",1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1
"694",0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0
"695",1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0
"696",1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1
"697",0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0
"698",0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0
"699",1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1
"700",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
"701",0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0
"702",1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
"703",1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1
"704",1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0
"705",1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0
"706",1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
"707",1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
"708",0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
"709",1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1
"710",0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0
"711",0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1
"712",0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"713",0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0
"714",1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0
"715",0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1
"716",0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0
"717",0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0
"718",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"719",0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0
"720",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
"721",1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0
"722",0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"723",0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
"724",1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0
"725",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"726",1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
"727",1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"728",1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
"729",1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0
"730",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
"731",1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0
"732",1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
"733",0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0
"734",1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
"735",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
"736",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"737",0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0
"738",0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1
"739",0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0
"740",1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0
"741",0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0
"742",1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
"743",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"744",0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0
"745",1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1
"746",0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
"747",1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0
"748",0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0
"749",1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0
"750",1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0
"751",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
"752",1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
"753",1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
"754",1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0
"755",1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1
"756",1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0
"757",1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"758",1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0
"759",1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1
"760",0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0
"761",1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0
"762",1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0
"763",0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"764",0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0
"765",1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"766",1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
"767",0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
"768",1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0
"769",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
"770",0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0
"771",0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0
"772",0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
"773",1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
"774",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"775",1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0
